client_id,active_flag
CL224875,False
CL454064,True
CL310628,True
CL350655,True
CL993571,True
CL627176,True
CL417627,True
CL122277,False
CL727533,True
CL044128,True
CL162026,True
CL495800,True
CL521724,True
CL589497,True
CL816074,False
CL703527,True
CL872290,True
CL823844,True
CL454782,True
CL202810,True
CL735214,True
CL099081,True
CL618457,True
CL515719,True
CL335166,True
CL814903,True
CL206647,True
CL100496,True
CL845644,True
CL095195,True
CL707042,True
CL743942,True
CL951412,False
CL586948,True
CL733787,True
CL926598,True
CL251774,True
CL799231,True
CL568624,True
CL848978,True
CL846892,True
CL008219,False
CL326081,True
CL890983,True
CL700574,False
CL407849,True
CL013055,True
CL215668,False
CL989096,True
CL400370,True
CL421946,True
CL760801,True
CL892164,True
CL349865,True
CL567351,True
CL329288,True
CL589171,True
CL962872,True
CL788879,True
CL106365,True
CL521460,True
CL356306,True
CL180718,True
CL993855,True
CL669108,True
CL058819,True
CL596692,True
CL867141,True
CL890168,True
CL924495,True
CL410546,True
CL216767,True
CL689219,True
CL212727,True
CL854722,True
CL063477,True
CL774878,True
CL041196,True
CL755705,True
CL720312,True
CL837312,True
CL030884,False
CL019388,True
CL019574,True
CL714668,True
CL537094,True
CL019462,True
CL218265,True
CL159245,True
CL816408,True
CL801905,True
CL049373,True
CL041516,True
CL173968,False
CL682884,True
CL647002,True
CL135616,True
CL187152,True
CL107481,True
CL329296,True
CL690745,True
CL356854,False
CL255812,True
CL299612,True
CL474282,True
CL524826,True
CL970178,True
CL123978,True
CL882229,True
CL522101,True
CL126147,True
CL349193,True
CL600683,True
CL756139,False
CL303698,True
CL644443,True
CL964799,True
CL229403,True
CL898243,True
CL717497,True
CL853615,True
CL475781,True
CL081847,True
CL104887,True
CL072588,True
CL192749,True
CL921596,True
CL347505,True
CL393874,True
CL476933,True
CL302130,True
CL446010,True
CL465714,False
CL924693,True
CL373282,True
CL763898,True
CL849717,True
CL190292,True
CL753079,True
CL413569,True
CL753593,True
CL657534,True
CL638578,True
CL386075,True
CL964211,True
CL542758,False
CL038240,False
CL298730,False
CL642546,True
CL974623,True
CL477827,True
CL807132,True
CL556065,False
CL986986,True
CL567637,False
CL341568,True
CL472531,True
CL754205,True
CL231722,True
CL444594,True
CL114590,False
CL093350,True
CL316553,True
CL415784,True
CL944826,True
CL156471,True
CL220314,True
CL782581,True
CL528607,True
CL849031,False
CL210386,True
CL243175,False
CL065407,True
CL401528,True
CL021579,True
CL801211,True
CL499646,True
CL920986,True
CL054999,True
CL594485,True
CL244547,False
CL247250,True
CL733129,True
CL099023,True
CL212552,True
CL607613,True
CL286691,True
CL726155,True
CL821493,True
CL609514,True
CL854036,True
CL311245,True
CL300885,True
CL566912,True
CL709879,True
CL997765,True
CL293860,False
CL874258,True
CL407508,False
CL561682,True
CL977250,True
CL086409,True
CL647559,True
CL265775,True
CL391865,True
CL336306,True
CL410188,True
CL494600,True
CL416215,True
CL748056,True
CL986950,True
CL630042,True
CL440697,True
CL819404,True
CL419606,True
CL402938,True
CL896646,True
CL808779,True
CL690927,True
CL230828,True
CL976893,True
CL401189,True
CL972332,False
CL826107,True
CL928582,True
CL696070,True
CL631887,True
CL195802,True
CL231416,True
CL560278,True
CL970268,True
CL332739,True
CL331787,True
CL910133,True
CL740465,True
CL701587,True
CL635076,True
CL927543,True
CL456083,True
CL758780,True
CL057833,True
CL629387,True
CL873961,True
CL133579,False
CL029001,True
CL446663,True
CL004546,True
CL876728,True
CL575734,True
CL293905,True
CL930798,True
CL965832,True
CL245098,True
CL558663,True
CL962981,True
CL671051,True
CL998933,True
CL168978,True
CL957636,False
CL580828,True
CL308537,False
CL593148,False
CL358612,True
CL796572,True
CL404204,True
CL444347,True
CL586050,True
CL882047,True
CL805807,False
CL126571,True
CL010002,True
CL803588,True
CL328968,True
CL700036,True
CL548305,True
CL905725,True
CL458582,True
CL250009,True
CL873249,True
CL029300,False
CL116585,True
CL460907,True
CL091749,True
CL381045,True
CL040648,True
CL069084,True
CL698482,False
CL304763,True
CL447867,True
CL886276,True
CL021247,True
CL841169,True
CL804579,True
CL470665,True
CL755571,True
CL653124,True
CL954029,True
CL346115,True
CL724559,True
CL860042,True
CL728172,True
CL269410,False
CL269255,True
CL229941,True
CL821327,True
CL010176,True
CL961461,True
CL035421,False
CL057072,True
CL987993,True
CL857825,True
CL111512,True
CL148071,True
CL621532,True
CL148040,True
CL642157,True
CL106800,True
CL974362,True
CL619749,False
CL240931,True
CL172647,True
CL030599,True
CL411912,True
CL428505,False
CL660062,True
CL310395,True
CL390756,True
CL750904,True
CL484224,True
CL074988,True
CL535935,True
CL463924,True
CL591949,True
CL953162,True
CL916608,True
CL462235,True
CL320863,True
CL102537,True
CL787047,True
CL458779,True
CL652608,True
CL102642,True
CL520402,True
CL916569,False
CL998125,True
CL774768,True
CL013951,True
CL419974,True
CL908925,True
CL779532,True
CL608090,True
CL741060,True
CL009151,True
CL786260,True
CL065946,True
CL837302,True
CL403573,True
CL077161,True
CL628828,True
CL439949,True
CL582779,True
CL036323,True
CL758186,True
CL268226,True
CL428234,True
CL308201,True
CL508407,True
CL689340,True
CL165314,False
CL340139,True
CL282231,True
CL142499,False
CL007371,True
CL400847,True
CL958222,True
CL026185,True
CL808263,True
CL956491,True
CL883219,True
CL582797,True
CL698385,True
CL388137,True
CL354472,True
CL963200,False
CL339821,True
CL516404,False
CL896018,True
CL520612,True
CL561356,True
CL543349,True
CL093398,True
CL433809,True
CL612611,True
CL320432,True
CL258870,True
CL508777,True
CL423987,True
CL988112,True
CL761561,True
CL925719,True
CL000251,True
CL134500,True
CL267513,True
CL994769,True
CL559274,True
CL174906,True
CL044318,True
CL705891,True
CL002325,True
CL914832,True
CL024894,False
CL775685,True
CL522772,True
CL691852,True
CL387145,True
CL165927,True
CL937587,True
CL480502,True
CL656772,True
CL210343,True
CL664090,True
CL897619,False
CL680473,True
CL602723,True
CL017915,True
CL460337,True
CL568435,True
CL201754,True
CL078163,False
CL151954,True
CL984246,True
CL238594,True
CL402523,True
CL639723,True
CL689346,True
CL784910,True
CL540359,True
CL991094,True
CL087088,True
CL633838,True
CL810405,True
CL917557,True
CL187356,True
CL732021,False
CL317332,True
CL357973,True
CL763755,True
CL763677,True
CL507350,True
CL521327,True
CL681414,True
CL584214,False
CL387736,True
CL673291,True
CL244404,False
CL061509,True
CL862323,True
CL245108,True
CL667034,True
CL990585,True
CL750453,True
CL742971,True
CL813102,True
CL054119,True
CL840845,True
CL968587,True
CL185452,True
CL127045,True
CL724015,True
CL092452,True
CL450776,True
CL760476,True
CL884828,False
CL453202,True
CL892624,True
CL765754,True
CL785091,True
CL669163,True
CL626182,True
CL939872,True
CL912709,True
CL467820,True
CL171785,True
CL615240,True
CL169319,True
CL713126,True
CL325797,True
CL719290,True
CL015568,True
CL464714,True
CL735224,True
CL371991,True
CL150935,True
CL398665,True
CL584150,True
CL673071,True
CL078414,True
CL275377,True
CL146502,True
CL254362,True
CL766024,True
CL873925,True
CL593338,True
CL764657,True
CL708357,True
CL453713,True
CL911098,True
CL290142,False
CL415502,False
CL931123,True
CL868844,True
CL109592,True
CL193453,False
CL142644,False
CL985024,True
CL272661,True
CL487547,True
CL630063,True
CL144230,True
CL118761,True
CL208609,True
CL958749,False
CL070413,True
CL309578,True
CL028895,True
CL750960,True
CL955307,True
CL818327,True
CL042559,True
CL340118,True
CL211712,True
CL977415,True
CL281801,True
CL398553,True
CL903799,False
CL103748,True
CL805890,True
CL224375,True
CL062866,True
CL792775,True
CL929289,True
CL305206,True
CL106763,True
CL954034,True
CL660852,True
CL010725,True
CL266819,True
CL913257,True
CL286954,True
CL703974,True
CL184960,True
CL159467,True
CL789316,False
CL820068,True
CL061984,True
CL201273,True
CL487778,True
CL401757,True
CL194781,True
CL236111,True
CL950600,True
CL881350,True
CL618096,True
CL299819,True
CL722136,True
CL496453,True
CL258859,True
CL835252,True
CL794005,True
CL054661,True
CL047138,False
CL090664,True
CL933372,True
CL035349,True
CL693061,True
CL140372,False
CL154510,True
CL783940,True
CL126024,True
CL251968,False
CL864145,False
CL363400,True
CL636805,True
CL337726,True
CL533131,True
CL078976,True
CL704310,True
CL404733,True
CL542127,True
CL098541,True
CL582202,True
CL484555,True
CL865873,False
CL779955,True
CL936923,False
CL752247,True
CL833856,True
CL977543,True
CL145606,True
CL626215,False
CL324757,False
CL626968,True
CL607441,True
CL217528,True
CL615992,True
CL080473,True
CL939549,True
CL599208,True
CL942786,True
CL638849,True
CL319739,True
CL428351,True
CL365355,True
CL677451,True
CL292231,True
CL206911,True
CL738511,True
CL959556,True
CL693700,True
CL124234,True
CL579112,True
CL288630,True
CL833993,True
CL701786,True
CL710105,True
CL141086,True
CL842036,True
CL553150,True
CL782314,True
CL200690,True
CL730908,True
CL176589,True
CL143167,True
CL675324,True
CL374001,True
CL311014,True
CL885756,True
CL491774,True
CL974930,True
CL432350,True
CL168332,True
CL671447,True
CL383756,True
CL162551,True
CL762201,True
CL339925,True
CL902263,True
CL758807,True
CL527770,False
CL030032,True
CL778581,True
CL769230,True
CL977265,True
CL907713,True
CL790754,True
CL845449,True
CL427678,True
CL431912,True
CL099144,True
CL015762,True
CL601437,True
CL768237,True
CL782553,True
CL921435,True
CL765946,True
CL079329,True
CL137056,True
CL192647,True
CL070714,True
CL382421,True
CL063467,True
CL875569,True
CL992624,True
CL106479,True
CL628421,True
CL336928,True
CL012597,True
CL285781,True
CL515454,True
CL754755,True
CL776042,True
CL536539,True
CL141190,True
CL477537,True
CL630143,False
CL032030,True
CL347156,True
CL286465,True
CL225539,True
CL050930,True
CL735162,False
CL452077,True
CL453824,True
CL429792,True
CL694731,True
CL398308,True
CL919853,True
CL865589,True
CL946445,True
CL341308,True
CL472500,True
CL107412,False
CL336199,True
CL368662,True
CL891568,True
CL690711,True
CL353621,False
CL648399,True
CL240479,True
CL994196,True
CL042831,True
CL350392,False
CL307558,True
CL059461,False
CL287564,True
CL691918,True
CL876702,True
CL189549,True
CL866343,True
CL337331,True
CL321374,False
CL185114,True
CL830375,True
CL225563,True
CL391357,True
CL646507,True
CL840723,True
CL086613,True
CL804376,True
CL797582,True
CL339328,True
CL667027,True
CL252076,True
CL687649,True
CL238456,False
CL234190,True
CL006053,True
CL272145,False
CL260840,True
CL956103,True
CL005932,True
CL801498,False
CL021953,True
CL596011,True
CL504950,True
CL992185,True
CL548343,True
CL501488,True
CL026696,True
CL876818,True
CL197512,True
CL157959,True
CL739169,True
CL282436,True
CL637790,True
CL848420,True
CL517377,True
CL993193,True
CL663833,True
CL757302,True
CL977801,True
CL353837,True
CL861329,True
CL484129,False
CL400706,True
CL346613,True
CL289802,True
CL803274,True
CL541526,True
CL362064,True
CL146215,True
CL546705,True
CL551666,True
CL556431,True
CL681512,True
CL553430,True
CL041518,True
CL155270,True
CL615439,True
CL741996,True
CL073483,True
CL926848,True
CL498286,True
CL571843,True
CL077211,True
CL760557,True
CL015314,True
CL352195,True
CL052480,True
CL734512,True
CL856728,True
CL514507,False
CL939251,True
CL677138,True
CL028235,True
CL771647,True
CL543779,False
CL664790,True
CL053506,True
CL969647,True
CL083596,True
CL072071,True
CL098877,True
CL504070,True
CL966562,True
CL363317,True
CL072446,True
CL698143,True
CL368244,True
CL035593,True
CL154033,True
CL130757,True
CL196108,True
CL288054,True
CL232320,False
CL095573,True
CL252317,True
CL846112,True
CL905804,True
CL110586,True
CL787504,False
CL144193,True
CL930214,True
CL109616,True
CL349638,True
CL947953,True
CL656595,True
CL102876,True
CL270146,True
CL365981,True
CL910778,True
CL865730,True
CL077580,True
CL690560,True
CL279205,True
CL014430,True
CL272205,True
CL134904,True
CL067956,False
CL788534,True
CL960792,False
CL303764,True
CL918078,True
CL643131,True
CL613616,True
CL863584,True
CL571642,True
CL623195,False
CL117055,True
CL570790,True
CL784515,True
CL785755,True
CL630068,True
CL021754,True
CL376045,True
CL565799,True
CL677416,True
CL021565,True
CL738650,True
CL966376,True
CL136129,True
CL813059,True
CL051072,True
CL543310,True
CL886296,True
CL107745,True
CL231368,True
CL133709,True
CL064103,True
CL143034,True
CL684300,True
CL623044,True
CL233907,True
CL749217,True
CL824434,True
CL504123,True
CL793436,True
CL086720,True
CL478666,True
CL861937,True
CL353718,True
CL339535,True
CL933357,False
CL142710,False
CL135620,True
CL411894,True
CL550512,True
CL678783,True
CL497296,True
CL819633,True
CL326008,True
CL234669,True
CL626189,True
CL201989,True
CL405790,True
CL825250,True
CL899658,True
CL373628,True
CL613447,False
CL015282,True
CL344493,True
CL422344,True
CL253998,True
CL907781,True
CL197878,True
CL507819,True
CL521991,True
CL230335,True
CL911705,True
CL397657,True
CL335422,True
CL947572,True
CL604789,True
CL513340,True
CL636627,True
CL128619,True
CL229011,True
CL454283,True
CL711227,True
CL116210,True
CL092958,True
CL968301,True
CL432582,True
CL218149,True
CL738827,True
CL506996,True
CL933275,True
CL597186,True
CL910241,True
CL924707,True
CL647113,True
CL185341,True
CL661499,True
CL850835,True
CL715577,True
CL829332,True
CL580093,False
CL365679,False
CL436093,True
CL213090,True
CL313715,True
CL316363,True
CL411051,True
CL200815,True
CL217116,True
CL141638,True
CL150615,True
CL834100,True
CL115455,True
CL176342,True
CL398720,True
CL932410,True
CL667646,True
CL542665,True
CL059745,True
CL251446,False
CL958622,True
CL855538,True
CL635589,True
CL721328,True
CL882566,True
CL401003,True
CL979927,True
CL074538,True
CL988822,True
CL785804,False
CL773775,True
CL948477,True
CL891654,True
CL068397,True
CL581721,True
CL908474,True
CL934923,True
CL960398,True
CL526979,True
CL810656,True
CL848480,True
CL190512,True
CL380727,True
CL282044,True
CL042729,True
CL025632,True
CL356434,True
CL427051,True
CL703923,True
CL479594,True
CL248547,False
CL928401,True
CL357995,True
CL371343,True
CL006407,True
CL437317,True
CL968253,True
CL128963,False
CL015719,True
CL697555,True
CL675307,True
CL268469,True
CL611587,True
CL186966,True
CL698730,True
CL685548,True
CL425168,True
CL430554,True
CL379157,True
CL121174,True
CL400922,True
CL883764,True
CL821458,True
CL479270,True
CL076469,True
CL664851,True
CL554939,True
CL898219,True
CL770170,False
CL527947,True
CL170248,True
CL220206,True
CL365467,True
CL339771,False
CL304179,True
CL541392,True
CL931877,True
CL602355,True
CL820844,True
CL474898,True
CL787378,True
CL748026,False
CL203831,True
CL267886,True
CL416253,True
CL596670,True
CL868692,True
CL994602,False
CL754512,True
CL635149,True
CL781603,True
CL789415,True
CL494185,True
CL758083,True
CL149554,True
CL864283,True
CL992000,True
CL344095,True
CL730967,True
CL744560,False
CL360214,True
CL251974,True
CL388756,True
CL935017,True
CL212106,True
CL344258,True
CL506977,True
CL247084,True
CL368728,False
CL928481,True
CL861731,True
CL711870,True
CL096772,False
CL235538,True
CL506282,True
CL752962,True
CL706078,True
CL948362,True
CL603236,True
CL039083,True
CL537509,True
CL181363,True
CL686705,True
CL113426,False
CL638973,True
CL917847,True
CL324553,True
CL704656,True
CL966507,True
CL011477,True
CL476143,True
CL858492,True
CL467016,True
CL851536,True
CL948486,True
CL423068,True
CL166129,False
CL242790,True
CL190656,True
CL047521,True
CL810611,True
CL717244,True
CL525678,True
CL820440,True
CL218903,True
CL275883,True
CL592478,True
CL922344,True
CL079064,False
CL902005,True
CL177610,True
CL538746,True
CL394942,True
CL116854,True
CL868032,True
CL687799,True
CL579160,True
CL833496,True
CL350891,True
CL341731,True
CL950718,True
CL863695,True
CL946513,True
CL725310,True
CL175498,True
CL868247,True
CL806737,True
CL489178,True
CL587664,False
CL320373,True
CL969107,True
CL882182,True
CL463873,False
CL542400,False
CL250029,True
CL316287,True
CL432278,False
CL577250,True
CL925963,True
CL262219,False
CL091816,True
CL704612,True
CL107625,True
CL070334,True
CL163348,False
CL998867,True
CL832618,True
CL171315,True
CL470101,True
CL080744,True
CL009101,True
CL388901,False
CL048739,True
CL499845,True
CL014781,False
CL876262,True
CL415428,True
CL163887,True
CL124290,True
CL183980,True
CL474300,True
CL521076,True
CL559031,True
CL876311,True
CL286100,True
CL359607,True
CL887614,False
CL297875,True
CL353421,True
CL870308,True
CL923781,True
CL960704,True
CL052173,True
CL470471,True
CL404701,True
CL999882,True
CL495192,True
CL351553,True
CL982973,True
CL280606,True
CL525932,True
CL944704,False
CL916493,True
CL099525,True
CL263224,True
CL563025,True
CL665008,True
CL090063,True
CL713214,False
CL597345,True
CL050895,True
CL251601,True
CL199445,True
CL876998,True
CL565699,True
CL569501,True
CL326649,True
CL697592,True
CL787417,True
CL967505,True
CL659358,True
CL640832,True
CL075489,False
CL960895,True
CL344401,True
CL382473,True
CL142592,True
CL141895,True
CL305411,True
CL994665,True
CL920835,True
CL477802,False
CL264343,False
CL130319,True
CL656642,True
CL926124,True
CL589041,True
CL380956,True
CL566982,True
CL173315,True
CL199323,True
CL117448,True
CL739088,True
CL407001,True
CL256425,True
CL490151,True
CL159193,True
CL004074,True
CL341455,True
CL680912,True
CL445220,True
CL492113,True
CL009250,True
CL964477,True
CL441645,True
CL268231,False
CL676681,True
CL503888,True
CL258682,False
CL397345,True
CL469995,True
CL505980,True
CL276805,True
CL629088,True
CL058018,True
CL117512,True
CL092683,True
CL446037,True
CL342412,True
CL431117,True
CL030175,True
CL023954,False
CL998239,True
CL402704,True
CL311603,True
CL064127,True
CL322903,True
CL253559,True
CL096305,True
CL765670,True
CL700993,True
CL293973,True
CL478464,True
CL639969,True
CL628052,True
CL092926,False
CL252222,True
CL333499,True
CL085444,True
CL098167,True
CL000437,True
CL538692,True
CL703476,True
CL318874,False
CL856595,True
CL652284,True
CL083191,True
CL838179,True
CL714561,True
CL353408,True
CL381661,True
CL565445,True
CL880198,True
CL740299,True
CL959331,False
CL757680,True
CL365416,True
CL703246,True
CL210188,False
CL796095,True
CL021563,True
CL040337,True
CL697252,True
CL283962,True
CL810496,True
CL630696,True
CL531806,True
CL447782,True
CL987824,True
CL983930,True
CL992786,True
CL147860,True
CL217487,True
CL336219,True
CL685916,True
CL745375,True
CL300711,False
CL126538,True
CL412947,True
CL881986,True
CL710700,True
CL482972,True
CL034727,True
CL269611,True
CL038835,True
CL445273,True
CL390792,True
CL882864,True
CL528766,True
CL009371,True
CL447764,True
CL201175,True
CL734614,True
CL895540,False
CL021151,True
CL502056,True
CL063178,True
CL374289,True
CL814340,True
CL177082,True
CL431819,True
CL691639,False
CL977775,True
CL306834,True
CL061477,True
CL496347,True
CL146693,True
CL130310,True
CL813345,True
CL866666,True
CL290880,True
CL877483,True
CL242101,True
CL423887,False
CL309595,True
CL047916,True
CL498600,True
CL866197,True
CL730521,True
CL438551,True
CL333606,True
CL661152,True
CL975639,True
CL015041,True
CL355367,True
CL501197,True
CL044897,True
CL430669,True
CL364728,True
CL337205,True
CL346355,True
CL415509,True
CL060687,True
CL308780,True
CL987040,True
CL641135,True
CL070687,True
CL484207,True
CL149528,True
CL895744,False
CL397710,True
CL903721,True
CL724782,True
CL171482,True
CL461077,True
CL630862,True
CL156623,True
CL392919,True
CL589402,True
CL956426,True
CL127620,True
CL495128,True
CL195163,True
CL622048,False
CL644725,True
CL134342,True
CL640116,True
CL644743,True
CL399497,True
CL634176,True
CL549100,True
CL332293,True
CL364592,True
CL423420,True
CL296842,True
CL880998,True
CL201547,True
CL393430,True
CL804536,False
CL097219,True
CL000008,False
CL765242,True
CL913433,True
CL520994,True
CL915636,True
CL244011,True
CL916027,True
CL007326,True
CL949450,True
CL792219,True
CL378409,True
CL096080,True
CL142920,True
CL562125,True
CL898566,True
CL028591,False
CL017784,False
CL916775,True
CL589893,True
CL660030,True
CL701585,True
CL346564,True
CL486670,True
CL561403,True
CL133950,True
CL697665,True
CL558372,True
CL839053,True
CL727189,True
CL411925,True
CL754133,True
CL313711,True
CL270955,True
CL325675,True
CL900336,True
CL924919,False
CL676162,True
CL800058,True
CL733564,True
CL182121,True
CL053269,True
CL251006,True
CL052089,True
CL867710,True
CL572461,True
CL810287,True
CL334321,True
CL127945,True
CL362449,True
CL558518,True
CL620658,True
CL344852,False
CL611254,True
CL421309,True
CL452812,True
CL083899,True
CL683255,True
CL097019,True
CL355322,True
CL737260,True
CL032558,True
CL344303,True
CL261667,True
CL504533,True
CL732490,True
CL331371,True
CL416311,True
CL780236,False
CL047839,True
CL502223,True
CL054489,True
CL422782,True
CL263956,True
CL142885,True
CL195832,True
CL448231,True
CL757923,True
CL099399,True
CL247378,True
CL079508,True
CL972261,True
CL032631,True
CL817020,True
CL057064,True
CL244309,True
CL674128,True
CL892177,True
CL617168,True
CL035429,True
CL243595,True
CL242719,True
CL811015,True
CL536407,True
CL056692,True
CL587471,True
CL268725,True
CL125716,True
CL512674,True
CL155611,True
CL427699,True
CL434347,True
CL647232,True
CL761260,True
CL582383,True
CL034940,True
CL751384,True
CL861797,True
CL955887,False
CL600220,True
CL836855,True
CL621751,True
CL024107,True
CL287217,True
CL885336,False
CL326627,True
CL650209,True
CL596971,True
CL573899,True
CL141373,True
CL602150,True
CL677525,True
CL458554,True
CL137993,True
CL005003,True
CL696984,True
CL785482,True
CL984818,True
CL462902,True
CL671686,True
CL635264,True
CL810949,True
CL763267,True
CL087515,True
CL984940,True
CL756581,True
CL967364,True
CL251293,True
CL903487,False
CL101317,True
CL399286,True
CL508253,True
CL189941,True
CL010757,True
CL881275,True
CL177914,True
CL594474,True
CL542822,True
CL174347,True
CL222624,True
CL995188,True
CL384350,True
CL270832,True
CL442353,True
CL502422,True
CL413995,True
CL327239,False
CL165200,True
CL307573,True
CL223383,True
CL029033,True
CL271056,True
CL728131,True
CL822002,True
CL109632,True
CL493790,True
CL294437,False
CL569534,True
CL204020,True
CL639609,True
CL672848,True
CL832149,True
CL338386,True
CL739375,True
CL800608,True
CL576821,True
CL763651,True
CL710812,True
CL986042,True
CL277810,True
CL835042,True
CL302620,True
CL823215,True
CL407154,True
CL086079,True
CL092846,True
CL345158,True
CL485501,True
CL074174,True
CL286342,True
CL842981,True
CL130594,True
CL891120,True
CL819047,True
CL346246,True
CL259059,True
CL093490,True
CL851486,True
CL389411,True
CL831380,True
CL733980,True
CL253910,True
CL843482,True
CL758045,True
CL664643,False
CL325945,False
CL580539,True
CL619029,True
CL503336,False
CL310195,True
CL172081,True
CL775598,True
CL768203,True
CL094242,True
CL600035,True
CL337823,True
CL024833,True
CL773930,True
CL971727,True
CL073495,True
CL655797,False
CL719274,True
CL831655,True
CL790775,True
CL896707,False
CL954133,True
CL492795,True
CL395289,True
CL054367,True
CL053959,True
CL929737,True
CL099933,True
CL474710,True
CL500318,True
CL727510,True
CL136469,True
CL110113,True
CL659663,True
CL147042,True
CL341291,True
CL835831,True
CL144990,True
CL066433,False
CL907510,False
CL126170,True
CL510338,True
CL769712,True
CL477424,True
CL961275,True
CL866830,True
CL115040,True
CL006736,True
CL729549,True
CL088494,True
CL763214,True
CL990474,True
CL832295,True
CL200618,True
CL067007,True
CL957851,True
CL370948,True
CL359851,True
CL903121,True
CL684852,True
CL306080,True
CL258747,True
CL208596,True
CL981923,True
CL985134,False
CL949088,True
CL340774,True
CL327631,True
CL454879,True
CL633149,False
CL022343,True
CL565539,True
CL549306,True
CL334265,True
CL805221,True
CL329845,True
CL852497,True
CL528686,True
CL347880,True
CL309121,True
CL106942,True
CL885263,True
CL139477,True
CL067718,True
CL573201,True
CL069820,True
CL637121,True
CL569090,True
CL367353,True
CL864549,True
CL151026,True
CL670751,True
CL484895,True
CL731866,True
CL770791,True
CL242029,True
CL141252,True
CL879348,True
CL108541,True
CL712774,True
CL864605,True
CL158772,True
CL589377,True
CL273920,True
CL826017,True
CL328155,True
CL487687,True
CL272211,True
CL304737,True
CL189593,False
CL254769,True
CL629701,True
CL038529,True
CL307676,True
CL405898,False
CL566616,True
CL119893,True
CL471400,True
CL593504,True
CL298604,True
CL218732,True
CL319130,False
CL944850,False
CL242463,True
CL268471,True
CL847105,True
CL179781,True
CL628524,True
CL504893,True
CL687124,True
CL947722,True
CL503047,True
CL219205,True
CL220742,True
CL522846,True
CL035790,False
CL215338,True
CL047302,True
CL196989,True
CL841523,False
CL348362,True
CL770420,True
CL285480,True
CL603608,True
CL468798,True
CL106393,True
CL271281,True
CL121881,True
CL779871,True
CL691750,True
CL254745,True
CL512592,True
CL502760,False
CL100366,False
CL109691,True
CL921314,True
CL042358,True
CL038633,True
CL890059,True
CL456590,True
CL139571,True
CL731562,False
CL193452,True
CL985189,True
CL047058,True
CL097474,True
CL474318,True
CL351433,True
CL539627,True
CL914033,True
CL207224,True
CL457078,True
CL631453,True
CL856291,True
CL141778,True
CL706662,True
CL598586,True
CL842714,True
CL320499,True
CL901070,True
CL756910,True
CL373883,True
CL220898,True
CL862470,True
CL817081,True
CL773492,False
CL177870,True
CL102125,True
CL278784,False
CL192915,True
CL478768,True
CL868475,True
CL948966,True
CL181395,True
CL979152,True
CL583601,True
CL778784,True
CL255887,True
CL991850,True
CL529454,True
CL145013,False
CL101458,True
CL608787,True
CL921787,True
CL974211,True
CL758583,True
CL763091,True
CL576686,True
CL476036,True
CL015981,True
CL324613,True
CL608016,True
CL854633,True
CL451113,True
CL731910,True
CL983694,True
CL090098,True
CL670573,True
CL575128,True
CL085814,True
CL772195,True
CL748106,True
CL034996,False
CL264478,True
CL107499,True
CL327569,True
CL803867,True
CL201342,True
CL883823,True
CL599726,True
CL302015,True
CL794090,True
CL139535,True
CL107193,True
CL432066,True
CL064016,True
CL617509,False
CL401651,True
CL915582,False
CL108942,True
CL831554,True
CL369085,True
CL305396,True
CL016999,True
CL009550,True
CL301566,True
CL415065,True
CL378046,True
CL139183,True
CL304503,True
CL797331,True
CL586221,True
CL822753,True
CL756909,True
CL932314,True
CL926049,True
CL288608,True
CL846259,True
CL094402,True
CL766604,True
CL871888,True
CL424001,False
CL370694,True
CL744173,True
CL998780,True
CL536396,True
CL311211,True
CL129395,True
CL767413,True
CL290916,True
CL170884,True
CL786956,True
CL736292,True
CL207112,True
CL101224,True
CL484173,False
CL727135,True
CL007357,True
CL592092,True
CL749195,True
CL270522,False
CL291577,True
CL254013,True
CL832173,True
CL779423,True
CL481234,True
CL451053,True
CL141615,True
CL553242,True
CL116782,True
CL561316,True
CL668434,True
CL854469,True
CL737998,True
CL458112,True
CL035724,True
CL398863,True
CL226358,True
CL264295,True
CL444435,True
CL732585,True
CL387999,False
CL576257,True
CL929931,True
CL500054,False
CL570552,True
CL849617,True
CL718588,True
CL052603,True
CL704019,True
CL799371,True
CL754884,True
CL864586,True
CL335221,True
CL594057,True
CL237984,False
CL596148,True
CL439044,True
CL704888,True
CL412505,True
CL852169,True
CL415840,True
CL097601,True
CL880698,True
CL599323,True
CL620201,True
CL953687,True
CL606786,True
CL962169,True
CL420434,True
CL527219,True
CL337811,True
CL101125,True
CL435469,False
CL602581,True
CL830187,True
CL454792,True
CL530651,True
CL333494,True
CL429790,False
CL529193,True
CL467345,True
CL168069,True
CL279838,True
CL319478,True
CL290020,True
CL863691,True
CL945391,True
CL160080,False
CL330821,True
CL983579,True
CL918334,True
CL035797,True
CL197708,True
CL488512,True
CL956986,True
CL696803,False
CL800011,True
CL659759,True
CL047564,True
CL983255,True
CL288311,True
CL308563,True
CL860105,True
CL664444,True
CL934423,True
CL843419,True
CL560810,True
CL125532,True
CL467066,True
CL378025,True
CL127750,True
CL781541,True
CL883538,True
CL916637,True
CL889341,True
CL358436,True
CL147658,True
CL586270,True
CL715869,True
CL623491,True
CL076391,True
CL711746,True
CL626694,True
CL662761,True
CL854617,True
CL919441,True
CL051394,True
CL122956,True
CL854269,True
CL865506,True
CL748089,True
CL209393,True
CL360779,True
CL100998,False
CL249594,True
CL043042,True
CL009574,True
CL001104,True
CL442077,True
CL052156,False
CL017105,True
CL463626,True
CL204602,True
CL511645,True
CL674663,True
CL617057,True
CL837908,True
CL765326,False
